user_id,competence_id,appreciated_id,value_evaluation,type_evaluation,accordance,date_evaluation
2,18,2,5,Экспертный,True,2024-08-05
2,19,2,3,Базовый,False,2022-08-15
2,19,2,3,Базовый,False,2023-02-17
2,19,2,4,Уверенный,True,2023-07-31
2,19,2,4,Уверенный,True,2024-02-04
2,19,2,4,Уверенный,True,2024-08-05
2,20,2,5,Экспертный,True,2022-08-15
2,20,2,5,Экспертный,True,2023-02-17
2,20,2,5,Экспертный,True,2023-07-31
2,20,2,5,Экспертный,True,2024-02-04
2,20,2,5,Экспертный,True,2024-08-05
2,21,2,5,Экспертный,True,2022-08-15
2,21,2,5,Экспертный,True,2023-02-17
2,21,2,5,Экспертный,True,2023-07-31
2,21,2,5,Экспертный,True,2024-02-04
2,21,2,5,Экспертный,True,2024-08-05
2,22,2,2,Начинающий,False,2022-08-15
2,22,2,3,Базовый,False,2023-02-17
2,22,2,3,Базовый,False,2023-07-31
2,22,2,3,Базовый,False,2024-02-04
2,22,2,4,Уверенный,True,2024-08-05
2,23,2,1,Не владеет,,2022-08-15
2,23,2,2,Начинающий,,2023-02-17
2,23,2,3,Базовый,,2023-07-31
2,23,2,3,Базовый,,2024-02-04
2,23,2,4,Уверенный,,2024-08-05
2,24,2,5,Экспертный,,2022-08-15
2,24,2,5,Экспертный,,2023-02-17
2,24,2,5,Экспертный,,2023-07-31
2,24,2,5,Экспертный,,2024-02-04
2,24,2,5,Экспертный,,2024-08-05
2,25,2,2,Начинающий,False,2022-08-15
2,25,2,3,Базовый,False,2023-02-17
2,25,2,4,Уверенный,True,2023-07-31
2,25,2,4,Уверенный,True,2024-02-04
2,25,2,4,Уверенный,True,2024-08-05
2,26,2,4,Уверенный,True,2022-08-15
2,26,2,4,Уверенный,True,2023-02-17
2,26,2,4,Уверенный,True,2023-07-31
2,26,2,4,Уверенный,True,2024-02-04
2,26,2,4,Уверенный,True,2024-08-05
2,27,2,3,Базовый,False,2022-08-15
2,27,2,3,Базовый,False,2023-02-17
2,27,2,3,Базовый,False,2023-07-31
2,27,2,4,Уверенный,True,2024-02-04
2,27,2,4,Уверенный,True,2024-08-05
2,28,2,4,Уверенный,True,2022-08-15
2,28,2,4,Уверенный,True,2023-02-17
2,28,2,4,Уверенный,True,2023-07-31
2,28,2,4,Уверенный,True,2024-02-04
2,28,2,4,Уверенный,True,2024-08-05
2,29,2,4,Уверенный,True,2022-08-15
2,29,2,4,Уверенный,True,2023-02-17
2,29,2,4,Уверенный,True,2023-07-31
2,29,2,4,Уверенный,True,2024-02-04
2,29,2,4,Уверенный,True,2024-08-05
2,30,2,5,Экспертный,True,2022-08-15
2,30,2,5,Экспертный,True,2023-02-17
2,30,2,5,Экспертный,True,2023-07-31
2,30,2,5,Экспертный,True,2024-02-04
2,30,2,5,Экспертный,True,2024-08-05
2,31,2,4,Уверенный,,2022-08-15
2,31,2,4,Уверенный,,2023-02-17
2,31,2,4,Уверенный,,2023-07-31
2,31,2,4,Уверенный,,2024-02-04
2,31,2,4,Уверенный,,2024-08-05
2,32,2,4,Уверенный,True,2022-08-15
2,32,2,4,Уверенный,True,2023-02-17
2,32,2,4,Уверенный,True,2023-07-31
2,32,2,5,Экспертный,True,2024-02-04
2,32,2,5,Экспертный,True,2024-08-05
2,33,2,5,Экспертный,True,2022-08-15
2,33,2,5,Экспертный,True,2023-02-17
2,33,2,5,Экспертный,True,2023-07-31
2,33,2,5,Экспертный,True,2024-02-04
2,33,2,5,Экспертный,True,2024-08-05
2,34,2,3,Базовый,False,2022-08-15
2,34,2,3,Базовый,False,2023-02-17
2,34,2,3,Базовый,False,2023-07-31
2,34,2,3,Базовый,False,2024-02-04
2,34,2,3,Базовый,False,2024-08-05
2,35,2,5,Экспертный,,2022-08-15
2,35,2,5,Экспертный,,2023-02-17
2,35,2,5,Экспертный,,2023-07-31
2,35,2,5,Экспертный,,2024-02-04
2,35,2,5,Экспертный,,2024-08-05
2,36,2,3,Базовый,False,2022-08-15
2,36,2,4,Уверенный,True,2023-02-17
2,36,2,5,Экспертный,True,2023-07-31
2,36,2,5,Экспертный,True,2024-02-04
2,36,2,5,Экспертный,True,2024-08-05
2,37,2,4,Уверенный,,2022-08-15
2,37,2,4,Уверенный,,2023-02-17
2,37,2,4,Уверенный,,2023-07-31
2,37,2,4,Уверенный,,2024-02-04
2,37,2,4,Уверенный,,2024-08-05
2,38,2,5,Экспертный,,2022-08-15
2,38,2,5,Экспертный,,2023-02-17
2,38,2,5,Экспертный,,2023-07-31
2,38,2,5,Экспертный,,2024-02-04
2,38,2,5,Экспертный,,2024-08-05
3,1,3,5,Экспертный,True,2024-08-05
3,2,3,5,Экспертный,True,2024-08-05
3,3,3,4,Уверенный,True,2024-08-05
3,4,3,3,Базовый,False,2024-08-05
3,5,3,5,Экспертный,True,2024-08-05
3,6,3,4,Уверенный,True,2024-08-05
3,7,3,5,Экспертный,True,2024-08-05
3,8,3,5,Экспертный,True,2024-08-05
3,9,3,5,Экспертный,True,2024-08-05
3,10,3,5,Экспертный,True,2024-08-05
3,11,3,2,Начинающий,False,2024-08-05
3,12,3,4,Уверенный,True,2024-08-05
3,13,3,5,Экспертный,True,2024-08-05
3,14,3,3,Базовый,False,2024-08-05
3,15,3,5,Экспертный,True,2024-08-05
3,16,3,5,Экспертный,True,2024-08-05
3,17,3,4,Уверенный,True,2024-08-05
3,18,3,5,Экспертный,True,2024-08-05
3,19,3,4,Уверенный,True,2024-08-05
3,20,3,5,Экспертный,True,2024-08-05
3,21,3,5,Экспертный,True,2024-08-05
3,22,3,5,Экспертный,True,2024-08-05
3,23,3,3,Базовый,,2024-08-05
3,24,3,4,Уверенный,,2024-08-05
3,25,3,5,Экспертный,True,2024-08-05
3,26,3,4,Уверенный,True,2024-08-05
3,27,3,4,Уверенный,True,2024-08-05
3,28,3,4,Уверенный,True,2024-08-05
3,29,3,4,Уверенный,True,2024-08-05
3,30,3,4,Уверенный,True,2024-08-05
3,31,3,4,Уверенный,,2024-08-05
3,32,3,5,Экспертный,True,2024-08-05
3,33,3,5,Экспертный,True,2024-08-05
3,34,3,4,Уверенный,True,2024-08-05
3,35,3,5,Экспертный,,2024-08-05
3,36,3,4,Уверенный,True,2024-08-05
3,37,3,5,Экспертный,,2024-08-05
3,38,3,5,Экспертный,,2024-08-05
4,1,4,2,Начинающий,True,2023-02-17
4,1,4,2,Начинающий,True,2023-07-31
4,1,4,2,Начинающий,True,2024-02-04
4,1,4,3,Базовый,True,2024-08-05
4,2,4,3,Базовый,True,2023-02-17
4,2,4,4,Уверенный,True,2023-07-31
4,2,4,5,Экспертный,True,2024-02-04
4,2,4,5,Экспертный,True,2024-08-05
4,3,4,2,Начинающий,True,2023-02-17
4,3,4,3,Базовый,True,2023-07-31
4,3,4,3,Базовый,True,2024-02-04
4,3,4,4,Уверенный,True,2024-08-05
4,4,4,3,Базовый,True,2023-02-17
4,4,4,3,Базовый,True,2023-07-31
4,4,4,4,Уверенный,True,2024-02-04
4,4,4,4,Уверенный,True,2024-08-05
4,5,4,3,Базовый,True,2023-02-17
4,5,4,3,Базовый,True,2023-07-31
4,5,4,3,Базовый,True,2024-02-04
4,5,4,4,Уверенный,True,2024-08-05
4,6,4,3,Базовый,True,2023-02-17
4,6,4,3,Базовый,True,2023-07-31
4,6,4,3,Базовый,True,2024-02-04
4,6,4,4,Уверенный,True,2024-08-05
4,7,4,2,Начинающий,True,2023-02-17
4,7,4,2,Начинающий,True,2023-07-31
4,7,4,3,Базовый,True,2024-02-04
4,7,4,3,Базовый,True,2024-08-05
4,8,4,4,Уверенный,True,2023-02-17
4,8,4,4,Уверенный,True,2023-07-31
4,8,4,4,Уверенный,True,2024-02-04
4,8,4,4,Уверенный,True,2024-08-05
4,9,4,3,Базовый,True,2023-02-17
4,9,4,4,Уверенный,True,2023-07-31
4,9,4,4,Уверенный,True,2024-02-04
4,9,4,4,Уверенный,True,2024-08-05
4,10,4,3,Базовый,True,2023-02-17
4,10,4,3,Базовый,True,2023-07-31
4,10,4,3,Базовый,True,2024-02-04
4,10,4,4,Уверенный,True,2024-08-05
4,11,4,3,Базовый,True,2023-02-17
4,11,4,3,Базовый,True,2023-07-31
4,11,4,4,Уверенный,True,2024-02-04
4,11,4,4,Уверенный,True,2024-08-05
4,12,4,2,Начинающий,True,2023-02-17
4,12,4,3,Базовый,True,2023-07-31
4,12,4,3,Базовый,True,2024-02-04
4,12,4,3,Базовый,True,2024-08-05
4,13,4,4,Уверенный,True,2023-02-17
4,13,4,5,Экспертный,True,2023-07-31
4,13,4,5,Экспертный,True,2024-02-04
4,13,4,5,Экспертный,True,2024-08-05
4,14,4,5,Экспертный,True,2023-02-17
4,14,4,5,Экспертный,True,2023-07-31
4,14,4,5,Экспертный,True,2024-02-04
4,14,4,5,Экспертный,True,2024-08-05
4,15,4,3,Базовый,True,2023-02-17
4,15,4,3,Базовый,True,2023-07-31
4,15,4,4,Уверенный,True,2024-02-04
4,15,4,4,Уверенный,True,2024-08-05
4,16,4,3,Базовый,True,2023-02-17
4,16,4,4,Уверенный,True,2023-07-31
4,16,4,4,Уверенный,True,2024-02-04
4,16,4,4,Уверенный,True,2024-08-05
4,17,4,5,Экспертный,True,2023-02-17
4,17,4,5,Экспертный,True,2023-07-31
4,17,4,5,Экспертный,True,2024-02-04
4,17,4,5,Экспертный,True,2024-08-05
4,18,4,5,Экспертный,True,2023-02-17
4,18,4,5,Экспертный,True,2023-07-31
4,18,4,5,Экспертный,True,2024-02-04
4,18,4,5,Экспертный,True,2024-08-05
4,19,4,2,Начинающий,True,2023-02-17
4,19,4,3,Базовый,True,2023-07-31
4,19,4,4,Уверенный,True,2024-02-04
4,19,4,5,Экспертный,True,2024-08-05
4,20,4,3,Базовый,True,2023-02-17
4,20,4,3,Базовый,True,2023-07-31
4,20,4,3,Базовый,True,2024-02-04
4,20,4,4,Уверенный,True,2024-08-05
4,21,4,5,Экспертный,True,2023-02-17
4,21,4,5,Экспертный,True,2023-07-31
4,21,4,5,Экспертный,True,2024-02-04
4,21,4,5,Экспертный,True,2024-08-05
4,22,4,2,Начинающий,True,2023-02-17
4,22,4,3,Базовый,True,2023-07-31
4,22,4,3,Базовый,True,2024-02-04
4,22,4,3,Базовый,True,2024-08-05
4,23,4,5,Экспертный,True,2023-02-17
4,23,4,5,Экспертный,True,2023-07-31
4,23,4,5,Экспертный,True,2024-02-04
4,23,4,5,Экспертный,True,2024-08-05
4,24,4,3,Базовый,,2023-02-17
4,24,4,3,Базовый,,2023-07-31
4,24,4,3,Базовый,,2024-02-04
4,24,4,3,Базовый,,2024-08-05
4,25,4,4,Уверенный,True,2023-02-17
4,25,4,4,Уверенный,True,2023-07-31
4,25,4,5,Экспертный,True,2024-02-04
4,25,4,5,Экспертный,True,2024-08-05
4,26,4,2,Начинающий,True,2023-02-17
4,26,4,3,Базовый,True,2023-07-31
4,26,4,3,Базовый,True,2024-02-04
4,26,4,3,Базовый,True,2024-08-05
4,27,4,2,Начинающий,True,2023-02-17
4,27,4,2,Начинающий,True,2023-07-31
4,27,4,2,Начинающий,True,2024-02-04
4,27,4,2,Начинающий,True,2024-08-05
4,28,4,5,Экспертный,True,2023-02-17
4,28,4,5,Экспертный,True,2023-07-31
4,28,4,5,Экспертный,True,2024-02-04
4,28,4,5,Экспертный,True,2024-08-05
4,29,4,5,Экспертный,True,2023-02-17
4,29,4,5,Экспертный,True,2023-07-31
4,29,4,5,Экспертный,True,2024-02-04
4,29,4,5,Экспертный,True,2024-08-05
4,30,4,4,Уверенный,True,2023-02-17
4,30,4,5,Экспертный,True,2023-07-31
4,30,4,5,Экспертный,True,2024-02-04
4,30,4,5,Экспертный,True,2024-08-05
4,31,4,4,Уверенный,True,2023-02-17
4,31,4,4,Уверенный,True,2023-07-31
4,31,4,4,Уверенный,True,2024-02-04
4,31,4,4,Уверенный,True,2024-08-05
4,32,4,3,Базовый,True,2023-02-17
4,32,4,3,Базовый,True,2023-07-31
4,32,4,4,Уверенный,True,2024-02-04
4,32,4,5,Экспертный,True,2024-08-05
4,33,4,4,Уверенный,True,2023-02-17
4,33,4,4,Уверенный,True,2023-07-31
4,33,4,4,Уверенный,True,2024-02-04
4,33,4,4,Уверенный,True,2024-08-05
4,34,4,5,Экспертный,True,2023-02-17
4,34,4,5,Экспертный,True,2023-07-31
4,34,4,5,Экспертный,True,2024-02-04
4,34,4,5,Экспертный,True,2024-08-05
4,35,4,5,Экспертный,True,2023-02-17
4,35,4,5,Экспертный,True,2023-07-31
4,35,4,5,Экспертный,True,2024-02-04
4,35,4,5,Экспертный,True,2024-08-05
4,36,4,2,Начинающий,True,2023-02-17
4,36,4,3,Базовый,True,2023-07-31
4,36,4,4,Уверенный,True,2024-02-04
4,36,4,4,Уверенный,True,2024-08-05
4,37,4,3,Базовый,,2023-02-17
4,37,4,3,Базовый,,2023-07-31
4,37,4,4,Уверенный,True,2024-02-04
4,37,4,4,Уверенный,True,2024-08-05
4,38,4,4,Уверенный,True,2023-02-17
4,38,4,4,Уверенный,True,2023-07-31
4,38,4,4,Уверенный,True,2024-02-04
4,38,4,4,Уверенный,True,2024-08-05
5,1,5,2,Начинающий,False,2023-02-17
5,1,5,3,Базовый,False,2023-07-31
5,1,5,4,Уверенный,True,2024-02-04
5,1,5,5,Экспертный,True,2024-08-05
5,2,5,2,Начинающий,False,2023-02-17
5,2,5,2,Начинающий,False,2023-07-31
5,2,5,3,Базовый,False,2024-02-04
5,2,5,4,Уверенный,True,2024-08-05
5,3,5,3,Базовый,False,2023-02-17
5,3,5,3,Базовый,False,2023-07-31
5,3,5,4,Уверенный,True,2024-02-04
5,3,5,4,Уверенный,True,2024-08-05
5,4,5,3,Базовый,False,2023-02-17
5,4,5,4,Уверенный,True,2023-07-31
5,4,5,4,Уверенный,True,2024-02-04
5,4,5,4,Уверенный,True,2024-08-05
5,5,5,4,Уверенный,True,2023-02-17
5,5,5,4,Уверенный,True,2023-07-31
5,5,5,4,Уверенный,True,2024-02-04
5,5,5,4,Уверенный,True,2024-08-05
5,6,5,4,Уверенный,True,2023-02-17
5,6,5,4,Уверенный,True,2023-07-31
5,6,5,4,Уверенный,True,2024-02-04
5,6,5,4,Уверенный,True,2024-08-05
5,7,5,4,Уверенный,True,2023-02-17
5,7,5,5,Экспертный,True,2023-07-31
5,7,5,5,Экспертный,True,2024-02-04
5,7,5,5,Экспертный,True,2024-08-05
5,8,5,3,Базовый,False,2023-02-17
5,8,5,4,Уверенный,True,2023-07-31
5,8,5,4,Уверенный,True,2024-02-04
5,8,5,4,Уверенный,True,2024-08-05
5,9,5,3,Базовый,False,2023-02-17
5,9,5,4,Уверенный,True,2023-07-31
5,9,5,4,Уверенный,True,2024-02-04
5,9,5,4,Уверенный,True,2024-08-05
5,10,5,3,Базовый,False,2023-02-17
5,10,5,4,Уверенный,True,2023-07-31
5,10,5,4,Уверенный,True,2024-02-04
5,10,5,4,Уверенный,True,2024-08-05
5,11,5,3,Базовый,False,2023-02-17
5,11,5,4,Уверенный,True,2023-07-31
5,11,5,4,Уверенный,True,2024-02-04
5,11,5,4,Уверенный,True,2024-08-05
5,12,5,5,Экспертный,True,2023-02-17
5,12,5,5,Экспертный,True,2023-07-31
5,12,5,5,Экспертный,True,2024-02-04
5,12,5,5,Экспертный,True,2024-08-05
5,13,5,3,Базовый,False,2023-02-17
5,13,5,4,Уверенный,True,2023-07-31
5,13,5,5,Экспертный,True,2024-02-04
5,13,5,5,Экспертный,True,2024-08-05
5,14,5,4,Уверенный,True,2023-02-17
5,14,5,4,Уверенный,True,2023-07-31
5,14,5,4,Уверенный,True,2024-02-04
5,14,5,4,Уверенный,True,2024-08-05
5,15,5,5,Экспертный,True,2023-02-17
5,15,5,5,Экспертный,True,2023-07-31
5,15,5,5,Экспертный,True,2024-02-04
5,15,5,5,Экспертный,True,2024-08-05
5,16,5,3,Базовый,False,2023-02-17
5,16,5,4,Уверенный,True,2023-07-31
5,16,5,4,Уверенный,True,2024-02-04
5,16,5,4,Уверенный,True,2024-08-05
5,17,5,4,Уверенный,True,2023-02-17
5,17,5,4,Уверенный,True,2023-07-31
5,17,5,4,Уверенный,True,2024-02-04
5,17,5,5,Экспертный,True,2024-08-05
5,18,5,5,Экспертный,True,2023-02-17
5,18,5,5,Экспертный,True,2023-07-31
5,18,5,5,Экспертный,True,2024-02-04
5,18,5,5,Экспертный,True,2024-08-05
5,19,5,3,Базовый,False,2023-02-17
5,19,5,3,Базовый,False,2023-07-31
5,19,5,3,Базовый,False,2024-02-04
5,19,5,4,Уверенный,True,2024-08-05
5,20,5,2,Начинающий,False,2023-02-17
5,20,5,2,Начинающий,False,2023-07-31
5,20,5,2,Начинающий,False,2024-02-04
5,20,5,2,Начинающий,False,2024-08-05
5,21,5,5,Экспертный,True,2023-02-17
5,21,5,5,Экспертный,True,2023-07-31
5,21,5,5,Экспертный,True,2024-02-04
5,21,5,5,Экспертный,True,2024-08-05
5,22,5,5,Экспертный,True,2023-02-17
5,22,5,5,Экспертный,True,2023-07-31
5,22,5,5,Экспертный,True,2024-02-04
5,22,5,5,Экспертный,True,2024-08-05
5,23,5,4,Уверенный,,2023-02-17
5,23,5,4,Уверенный,,2023-07-31
5,23,5,4,Уверенный,,2024-02-04
5,23,5,4,Уверенный,,2024-08-05
5,24,5,4,Уверенный,,2023-02-17
5,24,5,4,Уверенный,,2023-07-31
5,24,5,4,Уверенный,,2024-02-04
5,24,5,4,Уверенный,,2024-08-05
5,25,5,5,Экспертный,True,2023-02-17
5,25,5,5,Экспертный,True,2023-07-31
5,25,5,5,Экспертный,True,2024-02-04
5,25,5,5,Экспертный,True,2024-08-05
5,26,5,2,Начинающий,False,2023-02-17
5,26,5,3,Базовый,False,2023-07-31
5,26,5,3,Базовый,False,2024-02-04
5,26,5,3,Базовый,False,2024-08-05
5,27,5,5,Экспертный,True,2023-02-17
5,27,5,5,Экспертный,True,2023-07-31
5,27,5,5,Экспертный,True,2024-02-04
5,27,5,5,Экспертный,True,2024-08-05
5,28,5,5,Экспертный,True,2023-02-17
5,28,5,5,Экспертный,True,2023-07-31
5,28,5,5,Экспертный,True,2024-02-04
5,28,5,5,Экспертный,True,2024-08-05
5,29,5,4,Уверенный,True,2023-02-17
5,29,5,5,Экспертный,True,2023-07-31
5,29,5,5,Экспертный,True,2024-02-04
5,29,5,5,Экспертный,True,2024-08-05
5,30,5,4,Уверенный,True,2023-02-17
5,30,5,5,Экспертный,True,2023-07-31
5,30,5,5,Экспертный,True,2024-02-04
5,30,5,5,Экспертный,True,2024-08-05
5,31,5,3,Базовый,,2023-02-17
5,31,5,3,Базовый,,2023-07-31
5,31,5,4,Уверенный,,2024-02-04
5,31,5,4,Уверенный,,2024-08-05
5,32,5,4,Уверенный,True,2023-02-17
5,32,5,4,Уверенный,True,2023-07-31
5,32,5,5,Экспертный,True,2024-02-04
5,32,5,5,Экспертный,True,2024-08-05
5,33,5,2,Начинающий,False,2023-02-17
5,33,5,2,Начинающий,False,2023-07-31
5,33,5,2,Начинающий,False,2024-02-04
5,33,5,2,Начинающий,False,2024-08-05
5,34,5,4,Уверенный,True,2023-02-17
5,34,5,4,Уверенный,True,2023-07-31
5,34,5,4,Уверенный,True,2024-02-04
5,34,5,4,Уверенный,True,2024-08-05
5,35,5,4,Уверенный,,2023-02-17
5,35,5,5,Экспертный,,2023-07-31
5,35,5,5,Экспертный,,2024-02-04
5,35,5,5,Экспертный,,2024-08-05
5,36,5,3,Базовый,False,2023-02-17
5,36,5,3,Базовый,False,2023-07-31
5,36,5,3,Базовый,False,2024-02-04
5,36,5,3,Базовый,False,2024-08-05
5,37,5,5,Экспертный,,2023-02-17
5,37,5,5,Экспертный,,2023-07-31
5,37,5,5,Экспертный,,2024-02-04
5,37,5,5,Экспертный,,2024-08-05
5,38,5,2,Начинающий,,2023-02-17
5,38,5,3,Базовый,,2023-07-31
5,38,5,3,Базовый,,2024-02-04
5,38,5,3,Базовый,,2024-08-05
6,1,6,5,Экспертный,True,2023-07-31
6,1,6,5,Экспертный,True,2024-02-04
6,1,6,5,Экспертный,True,2024-08-05
6,2,6,5,Экспертный,True,2023-07-31
6,2,6,5,Экспертный,True,2024-02-04
6,2,6,5,Экспертный,True,2024-08-05
6,3,6,5,Экспертный,True,2023-07-31
6,3,6,5,Экспертный,True,2024-02-04
6,3,6,5,Экспертный,True,2024-08-05
6,4,6,4,Уверенный,True,2023-07-31
6,4,6,4,Уверенный,True,2024-02-04
6,4,6,4,Уверенный,True,2024-08-05
6,5,6,3,Базовый,False,2023-07-31
6,5,6,3,Базовый,False,2024-02-04
6,5,6,4,Уверенный,True,2024-08-05
6,6,6,4,Уверенный,True,2023-07-31
6,6,6,4,Уверенный,True,2024-02-04
6,6,6,5,Экспертный,True,2024-08-05
6,7,6,4,Уверенный,True,2023-07-31
6,7,6,4,Уверенный,True,2024-02-04
6,7,6,4,Уверенный,True,2024-08-05
6,8,6,5,Экспертный,True,2023-07-31
6,8,6,5,Экспертный,True,2024-02-04
6,8,6,5,Экспертный,True,2024-08-05
6,9,6,4,Уверенный,True,2023-07-31
6,9,6,5,Экспертный,True,2024-02-04
6,9,6,5,Экспертный,True,2024-08-05
6,10,6,4,Уверенный,True,2023-07-31
6,10,6,4,Уверенный,True,2024-02-04
6,10,6,4,Уверенный,True,2024-08-05
6,11,6,3,Базовый,False,2023-07-31
6,11,6,3,Базовый,False,2024-02-04
6,11,6,3,Базовый,False,2024-08-05
6,12,6,4,Уверенный,True,2023-07-31
6,12,6,4,Уверенный,True,2024-02-04
6,12,6,4,Уверенный,True,2024-08-05
6,13,6,2,Начинающий,False,2023-07-31
6,13,6,2,Начинающий,False,2024-02-04
6,13,6,3,Базовый,False,2024-08-05
6,14,6,3,Базовый,False,2023-07-31
6,14,6,3,Базовый,False,2024-02-04
6,14,6,4,Уверенный,True,2024-08-05
6,15,6,5,Экспертный,True,2023-07-31
6,15,6,5,Экспертный,True,2024-02-04
6,15,6,5,Экспертный,True,2024-08-05
6,16,6,4,Уверенный,True,2023-07-31
6,16,6,4,Уверенный,True,2024-02-04
6,16,6,4,Уверенный,True,2024-08-05
6,17,6,5,Экспертный,True,2023-07-31
6,17,6,5,Экспертный,True,2024-02-04
6,17,6,5,Экспертный,True,2024-08-05
6,18,6,4,Уверенный,True,2023-07-31
6,18,6,4,Уверенный,True,2024-02-04
6,18,6,4,Уверенный,True,2024-08-05
6,19,6,5,Экспертный,True,2023-07-31
6,19,6,5,Экспертный,True,2024-02-04
6,19,6,5,Экспертный,True,2024-08-05
6,20,6,4,Уверенный,True,2023-07-31
6,20,6,4,Уверенный,True,2024-02-04
6,20,6,5,Экспертный,True,2024-08-05
6,21,6,4,Уверенный,True,2023-07-31
6,21,6,5,Экспертный,True,2024-02-04
6,21,6,5,Экспертный,True,2024-08-05
6,22,6,4,Уверенный,True,2023-07-31
6,22,6,4,Уверенный,True,2024-02-04
6,22,6,4,Уверенный,True,2024-08-05
6,23,6,3,Базовый,,2023-07-31
6,23,6,3,Базовый,,2024-02-04
6,23,6,3,Базовый,,2024-08-05
6,24,6,1,Не владеет,,2023-07-31
6,24,6,2,Начинающий,,2024-02-04
6,24,6,3,Базовый,,2024-08-05
6,25,6,2,Начинающий,False,2023-07-31
6,25,6,3,Базовый,False,2024-02-04
6,25,6,3,Базовый,False,2024-08-05
6,26,6,3,Базовый,False,2023-07-31
6,26,6,4,Уверенный,True,2024-02-04
6,26,6,5,Экспертный,True,2024-08-05
6,27,6,4,Уверенный,True,2023-07-31
6,27,6,4,Уверенный,True,2024-02-04
6,27,6,5,Экспертный,True,2024-08-05
