employee_id,appreciated_id,value_evaluation,type_evaluation,accordance
1,1,4,Уверенный,True
1,1,4,Уверенный,True
1,1,4,Уверенный,True
1,1,5,Экспертный,True
1,1,5,Экспертный,True
1,1,5,Экспертный,True
1,1,5,Экспертный,True
1,1,5,Экспертный,True
1,1,4,Уверенный,
1,1,4,Уверенный,
1,1,4,Уверенный,
1,1,4,Уверенный,
1,1,4,Уверенный,
1,1,4,Уверенный,True
1,1,4,Уверенный,True
1,1,4,Уверенный,True
1,1,5,Экспертный,True
1,1,5,Экспертный,True
1,1,5,Экспертный,True
1,1,5,Экспертный,True
1,1,5,Экспертный,True
1,1,5,Экспертный,True
1,1,5,Экспертный,True
1,1,3,Базовый,False
1,1,3,Базовый,False
1,1,3,Базовый,False
1,1,3,Базовый,False
1,1,3,Базовый,False
1,1,5,Экспертный,
1,1,5,Экспертный,
1,1,5,Экспертный,
1,1,5,Экспертный,
1,1,5,Экспертный,
1,1,3,Базовый,False
1,1,4,Уверенный,True
1,1,5,Экспертный,True
1,1,5,Экспертный,True
1,1,5,Экспертный,True
1,1,4,Уверенный,
1,1,4,Уверенный,
1,1,4,Уверенный,
1,1,4,Уверенный,
1,1,4,Уверенный,
1,1,5,Экспертный,
1,1,5,Экспертный,
1,1,5,Экспертный,
1,1,5,Экспертный,
1,1,5,Экспертный,
2,1,5,Экспертный,True
2,2,5,Экспертный,True
2,2,4,Уверенный,True
2,2,3,Базовый,False
2,2,5,Экспертный,True
2,2,4,Уверенный,True
2,2,5,Экспертный,True
2,2,5,Экспертный,True
2,2,5,Экспертный,True
2,2,5,Экспертный,True
2,2,2,Начинающий,False
2,2,4,Уверенный,True
2,2,5,Экспертный,True
2,2,3,Базовый,False
2,2,5,Экспертный,True
2,2,5,Экспертный,True
2,2,4,Уверенный,True
2,2,5,Экспертный,True
2,2,4,Уверенный,True
2,2,5,Экспертный,True
2,2,5,Экспертный,True
2,2,5,Экспертный,True
2,2,3,Базовый,
2,2,4,Уверенный,
2,2,5,Экспертный,True
2,2,4,Уверенный,True
2,2,4,Уверенный,True
2,2,4,Уверенный,True
2,2,4,Уверенный,True
2,2,4,Уверенный,True
2,2,4,Уверенный,
2,2,5,Экспертный,True
2,2,5,Экспертный,True
2,2,4,Уверенный,True
2,2,5,Экспертный,
2,2,4,Уверенный,True
2,2,5,Экспертный,
2,2,5,Экспертный,
3,2,2,Начинающий,True
3,3,2,Начинающий,True
3,3,2,Начинающий,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,2,Начинающий,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,2,Начинающий,True
3,3,2,Начинающий,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,2,Начинающий,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,2,Начинающий,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,5,Экспертный,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,2,Начинающий,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,3,Базовый,
3,3,3,Базовый,
3,3,3,Базовый,
3,3,3,Базовый,
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,2,Начинающий,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,2,Начинающий,True
3,3,2,Начинающий,True
3,3,2,Начинающий,True
3,3,2,Начинающий,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,4,Уверенный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,3,Базовый,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,5,Экспертный,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,5,Экспертный,True
3,3,2,Начинающий,True
3,3,3,Базовый,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,3,Базовый,
3,3,3,Базовый,
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
3,3,4,Уверенный,True
4,3,2,Начинающий,False
4,4,3,Базовый,False
4,4,4,Уверенный,True
4,4,5,Экспертный,True
4,4,2,Начинающий,False
4,4,2,Начинающий,False
4,4,3,Базовый,False
4,4,4,Уверенный,True
4,4,3,Базовый,False
4,4,3,Базовый,False
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,3,Базовый,False
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,3,Базовый,False
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,3,Базовый,False
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,3,Базовый,False
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,3,Базовый,False
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,3,Базовый,False
4,4,4,Уверенный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,3,Базовый,False
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,3,Базовый,False
4,4,3,Базовый,False
4,4,3,Базовый,False
4,4,4,Уверенный,True
4,4,2,Начинающий,False
4,4,2,Начинающий,False
4,4,2,Начинающий,False
4,4,2,Начинающий,False
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,4,Уверенный,
4,4,4,Уверенный,
4,4,4,Уверенный,
4,4,4,Уверенный,
4,4,4,Уверенный,
4,4,4,Уверенный,
4,4,4,Уверенный,
4,4,4,Уверенный,
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,2,Начинающий,False
4,4,3,Базовый,False
4,4,3,Базовый,False
4,4,3,Базовый,False
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,4,Уверенный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,4,Уверенный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,3,Базовый,
4,4,3,Базовый,
4,4,4,Уверенный,
4,4,4,Уверенный,
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,5,Экспертный,True
4,4,5,Экспертный,True
4,4,2,Начинающий,False
4,4,2,Начинающий,False
4,4,2,Начинающий,False
4,4,2,Начинающий,False
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,True
4,4,4,Уверенный,
4,4,5,Экспертный,
4,4,5,Экспертный,
4,4,5,Экспертный,
4,4,3,Базовый,False
4,4,3,Базовый,False
4,4,3,Базовый,False
4,4,3,Базовый,False
4,4,5,Экспертный,
4,4,5,Экспертный,
4,4,5,Экспертный,
4,4,5,Экспертный,
4,4,2,Начинающий,
4,4,3,Базовый,
4,4,3,Базовый,
4,4,3,Базовый,
5,4,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,3,Базовый,False
5,5,3,Базовый,False
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,5,Экспертный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,4,Уверенный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,3,Базовый,False
5,5,3,Базовый,False
5,5,3,Базовый,False
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,2,Начинающий,False
5,5,2,Начинающий,False
5,5,3,Базовый,False
5,5,3,Базовый,False
5,5,3,Базовый,False
5,5,4,Уверенный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,5,Экспертный,True
5,5,4,Уверенный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,3,Базовый,
5,5,3,Базовый,
5,5,3,Базовый,
5,5,1,Не владеет,
5,5,2,Начинающий,
5,5,3,Базовый,
5,5,2,Начинающий,False
5,5,3,Базовый,False
5,5,3,Базовый,False
5,5,3,Базовый,False
5,5,4,Уверенный,True
5,5,5,Экспертный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,5,Экспертный,True
5,5,4,Уверенный,
5,5,4,Уверенный,
5,5,4,Уверенный,
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,3,Базовый,False
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,4,Уверенный,
5,5,4,Уверенный,
5,5,4,Уверенный,
5,5,3,Базовый,False
5,5,4,Уверенный,True
5,5,4,Уверенный,True
5,5,5,Экспертный,
5,5,5,Экспертный,
5,5,5,Экспертный,
5,5,5,Экспертный,
5,5,5,Экспертный,
5,5,5,Экспертный,
6,5,5,Экспертный,True
6,6,5,Экспертный,True
6,6,4,Уверенный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,3,Базовый,True
6,6,3,Базовый,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,3,Базовый,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,5,Экспертный,True
6,6,3,Базовый,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,5,Экспертный,True
6,6,4,Уверенный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,3,Базовый,True
6,6,3,Базовый,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,3,Базовый,True
6,6,3,Базовый,True
6,6,3,Базовый,True
6,6,3,Базовый,True
6,6,3,Базовый,True
6,6,3,Базовый,True
6,6,3,Базовый,True
6,6,4,Уверенный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,3,Базовый,True
6,6,3,Базовый,True
6,6,2,Начинающий,True
6,6,2,Начинающий,True
6,6,3,Базовый,True
6,6,3,Базовый,True
6,6,3,Базовый,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,5,Экспертный,True
6,6,4,Уверенный,True
6,6,4,Уверенный,True
7,6,5,Экспертный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,4,Уверенный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,3,Базовый,True
7,7,3,Базовый,True
7,7,3,Базовый,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,3,Базовый,True
7,7,3,Базовый,True
7,7,4,Уверенный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,2,Начинающий,True
7,7,2,Начинающий,True
7,7,3,Базовый,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,5,Экспертный,True
7,7,3,Базовый,True
7,7,3,Базовый,True
7,7,3,Базовый,True
7,7,2,Начинающий,True
7,7,3,Базовый,True
7,7,3,Базовый,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,3,Базовый,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,3,Базовый,True
7,7,3,Базовый,True
7,7,3,Базовый,True
7,7,5,Экспертный,
7,7,5,Экспертный,
7,7,5,Экспертный,
7,7,4,Уверенный,
7,7,4,Уверенный,
7,7,4,Уверенный,
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,2,Начинающий,True
7,7,2,Начинающий,True
7,7,2,Начинающий,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,2,Начинающий,True
7,7,2,Начинающий,True
7,7,2,Начинающий,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,
7,7,5,Экспертный,
7,7,5,Экспертный,
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,4,Уверенный,True
7,7,5,Экспертный,
7,7,5,Экспертный,
7,7,5,Экспертный,
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,5,Экспертный,True
7,7,4,Уверенный,
7,7,4,Уверенный,
7,7,4,Уверенный,
7,7,4,Уверенный,
7,7,4,Уверенный,
7,7,5,Экспертный,
8,7,4,Уверенный,False
8,8,4,Уверенный,False
8,8,4,Уверенный,False
8,8,4,Уверенный,False
8,8,4,Уверенный,False
8,8,4,Уверенный,False
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,3,Базовый,False
8,8,3,Базовый,False
8,8,3,Базовый,False
8,8,3,Базовый,False
8,8,4,Уверенный,False
8,8,4,Уверенный,False
8,8,3,Базовый,False
8,8,3,Базовый,False
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,3,Базовый,False
8,8,3,Базовый,False
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,4,Уверенный,False
8,8,5,Экспертный,True
8,8,3,Базовый,False
8,8,4,Уверенный,False
8,8,4,Уверенный,False
8,8,4,Уверенный,False
8,8,4,Уверенный,False
8,8,4,Уверенный,False
8,8,5,Экспертный,False
8,8,5,Экспертный,False
8,8,4,Уверенный,False
8,8,4,Уверенный,False
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,4,Уверенный,True
8,8,4,Уверенный,True
8,8,4,Уверенный,True
8,8,5,Экспертный,True
8,8,5,Экспертный,False
8,8,5,Экспертный,False
8,8,4,Уверенный,False
8,8,5,Экспертный,False
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,3,Базовый,False
8,8,3,Базовый,False
8,8,4,Уверенный,False
8,8,4,Уверенный,False
8,8,4,Уверенный,False
8,8,4,Уверенный,False
8,8,4,Уверенный,True
8,8,4,Уверенный,True
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,5,Экспертный,True
8,8,2,Начинающий,False
8,8,3,Базовый,False
8,8,5,Экспертный,False
8,8,5,Экспертный,False
8,8,4,Уверенный,True
8,8,4,Уверенный,True
8,8,4,Уверенный,True
8,8,4,Уверенный,True
9,8,4,Уверенный,True
9,9,5,Экспертный,True
9,9,5,Экспертный,True
9,9,5,Экспертный,True
9,9,5,Экспертный,True
9,9,5,Экспертный,True
9,9,5,Экспертный,True
9,9,4,Уверенный,True
9,9,4,Уверенный,True
9,9,3,Базовый,True
9,9,5,Экспертный,True
9,9,4,Уверенный,True
9,9,5,Экспертный,True
9,9,5,Экспертный,True
9,9,4,Уверенный,True
9,9,5,Экспертный,True
9,9,5,Экспертный,True
9,9,4,Уверенный,True
9,9,5,Экспертный,True
9,9,5,Экспертный,True
9,9,3,Базовый,True
9,9,5,Экспертный,True
9,9,5,Экспертный,
9,9,4,Уверенный,
9,9,4,Уверенный,True
9,9,4,Уверенный,True
9,9,4,Уверенный,True
9,9,4,Уверенный,True
9,9,5,Экспертный,True
9,9,5,Экспертный,True
9,9,4,Уверенный,
9,9,4,Уверенный,True
9,9,4,Уверенный,True
9,9,5,Экспертный,True
9,9,4,Уверенный,
9,9,4,Уверенный,True
9,9,4,Уверенный,
9,9,4,Уверенный,
10,9,5,Экспертный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,3,Базовый,False
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,2,Начинающий,False
10,10,2,Начинающий,False
10,10,3,Базовый,False
10,10,3,Базовый,False
10,10,4,Уверенный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,2,Начинающий,False
10,10,2,Начинающий,False
10,10,2,Начинающий,False
10,10,3,Базовый,False
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,3,Базовый,False
10,10,3,Базовый,False
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,3,Базовый,False
10,10,3,Базовый,False
10,10,3,Базовый,False
10,10,3,Базовый,False
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,5,Экспертный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,4,Уверенный,True
10,10,3,Базовый,False
10,10,3,Базовый,False
